Link Post,Komentar
https://www.instagram.com/p/DPplUXVCq2j/,"Luarbiasa , Satgas BLBI dibubarkan saja patut diapresiasi merupakan langkah berani, untuk apa dipertahankan kalau hasilnya sedikit dari segi finansial malahan lebih banyak moderat dan lebih condong dipolitisasi, bisa menjadi preseden jelek ke pemerintah yang berkuasa dan bikin gaduh, bisa-bisa berdampak jangka panjang kalau tidak diambil langkah tegas dari pemerintah. Bravo pak menteri menkeu Purbaya 🥰"
https://www.instagram.com/p/DPplUXVCq2j/,Instagram Lite
https://www.instagram.com/p/DPplUXVCq2j/,"Mantap pa menkeu,setuju pisan,gaskeun"
https://www.instagram.com/p/DPplUXVCq2j/,"Hal-hal yang tidak bermanfaat dan ada kekayaan2 negara tidak digunakan maksimal ambil alih saja pak menteri,barang bergerak maupun tidak bergerak jangan dibiarkan diam, instansi-instansi pemerintah yang status Gedungnya sewa lebih baik jangan dipermanenkan, biayanya lebih besar jika dibandingkan milik sendiri rawan korupsi 😘😍"
https://www.instagram.com/p/DPplUXVCq2j/,BLBI beking nya orang besar😂😂
https://www.instagram.com/p/DPplUXVCq2j/,"Disband task forces, mass organizations and NGOs"
https://www.instagram.com/p/DOx4cy3kVfR/,Bisa S3 pake uang pajak gak bu?
https://www.instagram.com/p/DOx4cy3kVfR/,1 like
https://www.instagram.com/p/DOx4cy3kVfR/,View all 3 replies
https://www.instagram.com/p/DOx4cy3kVfR/,Dari elektro ke ekonomi bisa ya
https://www.instagram.com/p/DOx4cy3kVfR/,Sama2 org top sih gk perlu di bandingin. Semoga yg ini lebih mengerti rakyat
https://www.instagram.com/p/DOx4cy3kVfR/,"Percuma sekolah tinggi tinggi, kalo permainan Belanda masih dipake sama orde lama, dan bisa di pressure 🔥"
https://www.instagram.com/p/DOx4cy3kVfR/,Jangan di banding bandingkan ... Mending kita suport mentri yang kerjanya bagus... Jgnbikin opini buruk bagi yang sudah baik... Suportaja yang sekarsng lagi kerja dan awasi... Emang kita sebagai manusia mau di banding bandingi .... Emang paling enak itu menilai org lain .. Tplupa nilai sendiri.. Keduanya bagus ... Yangsudah ya sudah ga bisa dinulang jd kan pelajaran .. Kita focus sama yang lagi kerja aja ..
https://www.instagram.com/p/DOx4cy3kVfR/,View hidden comments
https://www.instagram.com/p/DOx4cy3kVfR/,Sri Mulyani is a legend. Purbaya can't beat her.
https://www.instagram.com/p/DOx4cy3kVfR/,Bukan kuliah nya...Tapi wawasan ilmu nya yg di perlukan.
https://www.instagram.com/p/DOx4cy3kVfR/,View all 1 replies
https://www.instagram.com/p/DOx4cy3kVfR/,Berapa puluh trilyun yang di hambur2kan sri mul berupa bunga hutang indonesia yang lebih tinggi dari negara2 lain di asean?dengan imbalan menkeu terbaik😂😂
https://www.instagram.com/p/DOx4cy3kVfR/,dulu ITB itu Fakultas Teknik UI
https://www.instagram.com/p/DOx4cy3kVfR/,"schoters
 14w
“Pernah kepikiran nggak, gimana kalau CV Menteri Keuangan sekarang diadu sama eks Menkeu yang legendaris?” 🔥

Ternyata keduanya sama-sama ekonom top, sama-sama lulusan kampus luar negeri, tapi jalur akademis mereka beda banget. Dari ITB ke Purdue, dari UI ke Illinois. Setiap langkah pendidikan mereka punya cerita tersendiri. 

Swipe buat lihat bagaimana perjalanan akademis dua tokoh ini 👉

#Be6lobalChampions #bisastudyabroad #infobeasiswa #kuliahluarnegeri #beasiswaluarnegeri #beasiswa2025 #KuliahdiAmerika #CeritaInspiratifSchoters #Inspirasiku #Berbagidanmenginspirasi #beasiswa #MenteriKeuangan #MenteriKeuanganIndonesia"
https://www.instagram.com/p/DOx4cy3kVfR/,4 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Orang teknik emang bisa masok semua. Karna itulah semasa kuliah kita digejrot abis abisan biar bisa hadepin dunia sesungguhnya diluaran sana👏
https://www.instagram.com/p/DOx4cy3kVfR/,2021 - 2025 BERHASIL MENAIKKAN SEMUA PAJAK DAN MEMISKINKAN RAKYAT!
https://www.instagram.com/p/DOx4cy3kVfR/,"wapres kita denger² dr United Kingdom min, coba bedah 😂"
https://www.instagram.com/p/DOx4cy3kVfR/,Sri cekek Rakyat doang kerjaanya
https://www.instagram.com/p/DOx4cy3kVfR/,View all 7 replies
https://www.instagram.com/p/DOx4cy3kVfR/,"Anak saya saat ini masih kuliah di Purdue University , untuk International student masuk nya tidak mudah"
https://www.instagram.com/p/DOx4cy3kVfR/,Dua dua nya bagus 👍👍👍
https://www.instagram.com/p/DOx4cy3kVfR/,"Nah harusnya level menteri begini, jgn mantan sopir angkot dijadiin menteri"
https://www.instagram.com/p/DOx4cy3kVfR/,"WKWKWK ngeliat background pendidikan Purbaya jadi keingat sama diri sendiri alias S1 sama S2 ga nyambung, bahkan lebih ga nyambung beliau sih 🤣🤣🤣"
https://www.instagram.com/p/DOx4cy3kVfR/,Andai dulu bapak tidak melarang saya masuk elektro ... udah bisa jd mentri kali ya😂😂
https://www.instagram.com/p/DOx4cy3kVfR/,Meta in Indonesia
https://www.instagram.com/p/DOx4cy3kVfR/,"Bu Susi lulusan SMP juga keren, ga kalah sama s3"
https://www.instagram.com/p/DOx4cy3kVfR/,657 likes
https://www.instagram.com/p/DOx4cy3kVfR/,saya fans pak Purbaya🔥 saatnya beliau berbenah struktur ekonomi dan keuangan yg sudah rusak🔥
https://www.instagram.com/p/DOx4cy3kVfR/,"bu sri mulyani tetep keren sih meskipun memang kebijakan akhir akhir aja yg di sorot, padahal kalo gada beliau mungkin kita sampe saat ini gk kan kenal yg namanya QRIS, yang udah diakui sistem keuangan digital terbaik dan sampe ditakutkan US pula"
https://www.instagram.com/p/DOx4cy3kVfR/,CV nya👏👏👏
https://www.instagram.com/p/DOx4cy3kVfR/,"jujur aja ya, mmang perempuan itu ga kalah berkualitas dari pada laki"" tapi kalo urusan kenegaraan aku lebih memilih laki""yg ngatur."
https://www.instagram.com/p/DOx4cy3kVfR/,Dua2 nya sama2 pintar.. coba isi kursi DPR modelnya gini smua🔥🔥
https://www.instagram.com/p/DOx4cy3kVfR/,Mending pak ahok aja yg jadi menkeu
https://www.instagram.com/p/DOx4cy3kVfR/,"Yang rakyat pengen, harga bahan pokok, kesehatan dan pendidikan murah 😂😂"
https://www.instagram.com/p/DOx4cy3kVfR/,"CV , para pejabat DPR harus setara ini,"
https://www.instagram.com/p/DOx4cy3kVfR/,Kereen pak 😍🙏🙏🙏
https://www.instagram.com/p/DOx4cy3kVfR/,"Background sebagai screening awal saja, yg terbaik yg kebijakannya berimpact langsung sama masyarakat yaitu pertumbuhan sektor ril, hutang berkurang, penerimaan negara bertambah dari sektor ril bukan dari pajak, ga cuman disiplin2 anggaran yg ga jelas juntrungannya"
https://www.instagram.com/p/DOx4cy3kVfR/,Pernah menjadi orang penting IMF kereeeeen 👍
https://www.instagram.com/p/DOx4cy3kVfR/,Satu alumni a @dianmaladin 😁😁
https://www.instagram.com/p/DOx4cy3kVfR/,"September 19, 2025"
https://www.instagram.com/p/DOx4cy3kVfR/,Semoga Indonesia membaik❤️
https://www.instagram.com/p/DOx4cy3kVfR/,2xnya ada beasiswanya ngga min
https://www.instagram.com/p/DOx4cy3kVfR/,Smoga pkpur lebih baik dr sri mol
https://www.instagram.com/p/DOx4cy3kVfR/,Meta Verified
https://www.instagram.com/p/DOx4cy3kVfR/,View all 10 replies
https://www.instagram.com/p/DOx4cy3kVfR/,"Sama sama orang hebat,🔥"
https://www.instagram.com/p/DOx4cy3kVfR/,"Pcuma mau kampus lebih bagus kalau pas jadi menteri solusinya cuma 1 = ""naikin pajak"". 😂"
https://www.instagram.com/p/DOx4cy3kVfR/,"1,129 likes"
https://www.instagram.com/p/DOx4cy3kVfR/,See translation
https://www.instagram.com/p/DOx4cy3kVfR/,57 likes
https://www.instagram.com/p/DOx4cy3kVfR/,9 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Percuma kalo gak berantas korupsi!
https://www.instagram.com/p/DOx4cy3kVfR/,Dua2nya pinter lah. Namun setiap persoalan perlu terobosan yg tepat agar ada “lompatan” penting utk mencapai target besar agar kesempatan tdk lewat begitu saja bahkan utk membuka peluang2 baru utk mwningkatkan daya saing tg lebih tinggi.
https://www.instagram.com/p/DOx4cy3kVfR/,ℙ𝕠𝕜𝕠𝕠𝕜𝕟𝕪𝕒 𝕤𝕣𝕚 𝕞𝕦𝕝𝕪𝕒𝕟𝕚 𝕞𝕖𝕟𝕖𝕜𝕒𝕟 𝕖𝕜𝕠𝕟𝕠𝕞𝕚 𝕣𝕒𝕜𝕪𝕒𝕥 𝕕𝕖𝕟𝕘𝕒𝕟 𝕜𝕖𝕓𝕚𝕛𝕒𝕜𝕒𝕟 𝕓𝕖𝕣𝕓𝕒𝕘𝕒𝕚𝕞𝕒𝕔𝕒𝕞 𝕡𝕒𝕛𝕒𝕜 𝙨𝙚𝙙𝙖𝙣𝙜𝙠𝙖𝙣 🅟🅐🅚 🅟🅤🅡🅑🅐🅨🅐 🅜🅔🅝🅓🅤🅚🅤🅝🅖 🅓🅐🅝 🅜🅔🅜🅐🅙🅤🅚🅐🅝 🅔🅚🅞🅝🅞🅜🅘 🅡🅐🅚🅨🅐🅣 🅓🅔🅝🅖🅐🅝 𝙢𝙚𝙣𝙜𝙚𝙟𝙖𝙧 𝙩𝙚𝙧𝙪𝙨 𝙗𝙤𝙨𝙨 𝙗𝙚𝙨𝙖𝙧 𝙮𝙖𝙣𝙜 𝙣𝙪𝙣𝙜𝙜𝙖𝙠 𝙥𝙖𝙟𝙖𝙠 𝙩𝙧𝙞𝙡𝙞𝙪𝙣𝙖𝙣... 🄿🄰🄺 🄿🅄🅁🄱🄰🅈🄰 🄹🄰🅄🄷 🄸🅂 🅃🄷🄴 🄱🄴🅂🅃... 👍👍👍👍👍
https://www.instagram.com/p/DOx4cy3kVfR/,255 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Jauh Lebih unggul Purbaya dari pendidikannya...
https://www.instagram.com/p/DOx4cy3kVfR/,3 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Mnatap ganti mentri naik 8rb semoga tembus 10rb 2 bulan
https://www.instagram.com/p/DOx4cy3kVfR/,Nah min buatin yg awal menteri reshufle dulu. Abis itu lanjut menteri2 lain👏
https://www.instagram.com/p/DOx4cy3kVfR/,"Kalau Sri Mulyani S3 khusus naikin pajak yang berlindung dengan aturan perundangan, itu terus menerus tetapi duitnya di umpetin di BI, gimana perekonomian naik?"
https://www.instagram.com/p/DOx4cy3kVfR/,Mentri aja pendidikannya keren2 masa anggota dewan cuma sma ?😢
https://www.instagram.com/p/DOx4cy3kVfR/,"Jaauah lebih bagus Sri Mulyani, Apalagi Illinois kampus terbaik Ke 3 dengan Jurusaan Ekonomi nya dan kalo nggak salaah Illinois kampus terbaik swasta di US"
https://www.instagram.com/p/DOx4cy3kVfR/,Sama2 pinter si satu sibuk jd ternak mukidi satu buat rakyat itu aja si
https://www.instagram.com/p/DOx4cy3kVfR/,Purbaya peneliti? Jurnal nya mana?
https://www.instagram.com/p/DOx4cy3kVfR/,"aing ada tmen di T.Elektro itb masuknya susah malah lebih susah keluar, 6 tahunan jdi penghuni kampus😂"
https://www.instagram.com/p/DOx4cy3kVfR/,"Dua mentri belum keliatan kerjanya, kapan rupiah jadi 5000. No sense jebolan univ bagus juga"
https://www.instagram.com/p/DOx4cy3kVfR/,"Bu sri mulyani❤️🔥, mereka berdua keren bgt"
https://www.instagram.com/p/DOx4cy3kVfR/,Yg penting keberpihakan kepada rakyat bukan ke asing🙏❤️🇲🇨
https://www.instagram.com/p/DOx4cy3kVfR/,8 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Transparansi anggaran apaan kocak
https://www.instagram.com/p/DOx4cy3kVfR/,Kartini jaman now ❤️❤️❤️
https://www.instagram.com/p/DOx4cy3kVfR/,Mulyani terlalu defensif g cocok untuk negara berkembang. Cuma mau cari aman
https://www.instagram.com/p/DOx4cy3kVfR/,"Bu Sri udh bnyak bgt jasanya, 😍"
https://www.instagram.com/p/DOx4cy3kVfR/,MDIS rank brpa dunia min? @gibran_rakabuming
https://www.instagram.com/p/DOx4cy3kVfR/,"bapak, s1 korban salah jurusan ya?"
https://www.instagram.com/p/DOx4cy3kVfR/,21 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Mentei S3 Luar Negri kampus bukan kaleng2 eeehhh wakil presiden lulusan SMP 😆😆😆
https://www.instagram.com/p/DOx4cy3kVfR/,Meta AI
https://www.instagram.com/p/DOx4cy3kVfR/,Menyala pak Pur 🔥🔥
https://www.instagram.com/p/DOx4cy3kVfR/,2 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Purbaya 🔥
https://www.instagram.com/p/DOx4cy3kVfR/,View all 27 replies
https://www.instagram.com/p/DOx4cy3kVfR/,"Serius penasaran, kalo wapres kita lulusan mana ya terakhir?"
https://www.instagram.com/p/DOx4cy3kVfR/,37 likes
https://www.instagram.com/p/DOx4cy3kVfR/,"Liat aja dulu , hasil kerja nya jgan puja puji atau hujat dulu, liat nnti raport nya 😂"
https://www.instagram.com/p/DOx4cy3kVfR/,"Keduanya keren, beda style aja min❤️ Main goalnya sama, tentunya untuk meningkatkan dan nguatin economy Indo🫡"
https://www.instagram.com/p/DOx4cy3kVfR/,View all 11 replies
https://www.instagram.com/p/DOx4cy3kVfR/,"Andaikan orang² berilmu di atas sana tidak menggunakan ilmunya untuk memperdaya masyarakat banyak, niscaya ilmunya akan bermanfaat dunia akhirat."
https://www.instagram.com/p/DOx4cy3kVfR/,Contact Uploading & Non-Users
https://www.instagram.com/p/DOx4cy3kVfR/,Also from Meta
https://www.instagram.com/p/DOx4cy3kVfR/,"Menteri aja beroendidikan masa wakil presiden tamat SMA, benar kah dan tampangnya mau tdr terus mukanya"
https://www.instagram.com/p/DOx4cy3kVfR/,89 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Kalo pengalaman fiskal masih jauh dgn SM
https://www.instagram.com/p/DOx4cy3kVfR/,Berbeda lah lebih keren Ibu Sri dari dasar basicnya juga udah ekonomi dari dulu
https://www.instagram.com/p/DOx4cy3kVfR/,148 likes
https://www.instagram.com/p/DOx4cy3kVfR/,View all 8 replies
https://www.instagram.com/p/DOx4cy3kVfR/,Pernah merintis di swasta dan dari bawah. Pernahlah ya di real business. Semoga lebih baik. 👍
https://www.instagram.com/p/DOx4cy3kVfR/,13 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Keduanya hebat...orang indonesia ..❤️❤️
https://www.instagram.com/p/DOx4cy3kVfR/,Duhhh ... jangan bedah2 donk .. nanti kl wapres dan mantan jg pingin d bedah gmn ?? 😁
https://www.instagram.com/p/DOx4cy3kVfR/,Pak Purbaya orgnya & sahabatnya pak Anies..Sirmul orgnya mulyono..jadi tau kan siapa yg cerdas?
https://www.instagram.com/p/DOx4cy3kVfR/,Yang dari UI sudah terbukti ahli hutang dan ahli ngemplang rakyat serta suka jilat mulyono. 300 T gimana?
https://www.instagram.com/p/DOx4cy3kVfR/,"Apa kira2 yg bisa kita (bangsa ini) banggakan dg pendidikan lulusan LN dari keduanya, selain integritas.
Bagaimana integritas @smindrawati sudah kita rasakan. Ini fakta, walau dimana-mana ybs selalu bicara ttg integritas, tanggung jawab, moral, etika, bahkan akhlak, namun pada kenyataannya selama 16 th tak mau juga bertanggung jawab atas perbuatan anak buahnya, eselon 2 Kabiri Dana Pensiun yg menerbitkan Kepmenkeu berdasarkan Permenkeu/Kepmenkeu yg sdh dinyatakan tidak berlaku oleh dirinya sendiri dalam Kepmenkeu 347/KMK.01/2008. Kepmenkeu bodong tsb, diantaranya Kepmenkeu 105/KM.10/2009.
Pertanyaannya, mungkin tidak seorang Menteri lulusan @illinois1867 ini tidak mengetahui perbuatan anak buahnya?
Sementara @purbaya.yudhi belum dapat kita rasakan karena belum seumur jagung dalam posisinya sebagai Menteri @kemenkeuri .
Tugas dan tanggung jawab seorang pemimpin pada tingkatan apa pun, yg pertaman atau diawal kepemimpinannya harus berani mengevaluasi seluruh kebijakan yg telah dibuat dibawah kepemimpinan orang yg digantikannya karena ini akan menjadi arah kebijakan selanjutnya dan standar minimal dari integritas dirinya (meski saat ini sdh berada dibawah kewenangan @ojkindonesia namun kepmenkeu tsb tetap akan menggantung karena tanggung jawab tidak dapat dialihkan kepada pihak lain). Asy-Syuara' 151: dan janganlah kamu mentaati perintah orang-orang yang melewati batas, Asy-Syu'ara' 152: yang membuat kerusakan di muka bumi dan tidak mengadakan perbaikan""."
https://www.instagram.com/p/DOx4cy3kVfR/,Bapak koboy guee🔥
https://www.instagram.com/p/DOx4cy3kVfR/,Keren 👏👏👏
https://www.instagram.com/p/DOx4cy3kVfR/,Purbaya pemenangnya
https://www.instagram.com/p/DOx4cy3kVfR/,Yakin kedepan ekonomi akan membaik
https://www.instagram.com/p/DOx4cy3kVfR/,5 likes
https://www.instagram.com/p/DOx4cy3kVfR/,Semua Jebolan PAMAN SAM 🔥👏
https://www.instagram.com/p/DOx4cy3kVfR/,Jangan di banding 2kan dua2nya Putra terbaik bangsa sama hebatny❤️
https://www.instagram.com/p/DOx4cy3kVfR/,Yang punya hati utk rakyat ini yang di cari
https://www.instagram.com/p/DOx4cy3kVfR/,🔥🔥🔥🔥🔥 gaspol pak
https://www.instagram.com/p/DOx4cy3kVfR/,71 likes
https://www.instagram.com/p/DOx4cy3kVfR/,teknik elektro itb loh😱
https://www.instagram.com/p/DOx4cy3kVfR/,25 tahun jadi ekonom 👏👏👏
https://www.instagram.com/p/DOx4cy3kVfR/,Boleh ya min S2 nya lintas jurusan?
https://www.instagram.com/p/DOx4cy3kVfR/,gak penting kalian lulusan mana dan pengalaman...tamat smu pun yg penting bekerja dengan akal sehat @rocky.gerungofficial
https://www.instagram.com/p/DOx4cy3kVfR/,Indonesia butuh orang jujur
https://www.instagram.com/p/DOx4cy3kVfR/,Illinois vs Purdue. 👏adu kebijakan ekonomi dan keuangan
https://www.instagram.com/p/DOx4cy3kVfR/,Sekolah tinggi2 sampai ke luar negeri tp ilmumya bermanfaat utk rakyat gak?.
https://www.instagram.com/p/DOx4cy3kVfR/,© 2026 Instagram from Meta
https://www.instagram.com/p/DOx4cy3kVfR/,Terima kasih atas Hutang Trilyunan nya yg semakin membengkak bersamaan juga dengan pertumbuhan pajak yg semakin tinggi pula .. miss nya kemana ya hehehe
https://www.instagram.com/p/DOx4cy3kVfR/,View all 2 replies
https://www.instagram.com/p/DOx4cy3kVfR/,"Ga perlu banding2kan pendidikan dll, yg pnting itu skrg aksinya gmn terhadap ekonomi di Indonesia. Dlu2, skrg2. Yg kta butuhkan aksinya skrg, bukan dlu2"
https://www.instagram.com/p/DOx4cy3kVfR/,Oalaf IMF dan World Bank. Ga heran
https://www.instagram.com/p/DOx4cy3kVfR/,Semuanya pendapat saya Menteri pasti punyai kelebihan masih ya sebagai anak Indonesia banyak bersyukur dapat Menteri keuangan yang pintar saya ucapkan banyak Terima kasih
https://www.instagram.com/p/DOx4cy3kVfR/,Request Wapres skrg dg Wapres sebelumnya misalnya bp Yusuf Kala
https://www.instagram.com/p/DOx4cy3kVfR/,Ibu sri mulyani ❤️🔥
https://www.instagram.com/p/DOx4cy3kVfR/,Utk keilmuan mereka sdh tidak perlu dibandingkan sama2 hebat..smoga hati nurani yg berjalan dlm pekerjaan jd amanah bner2 utk kesejahteran rakyat
https://www.instagram.com/p/DOx4cy3kVfR/,JADI PEJABAT ITU. PENDIDIKAT GAK PERLU TINGGI2. CUKUP S1..TAPI DIA NGUASAI BIDANG ILMUNYA DAN PROFESIONAL..😂😂
https://www.instagram.com/p/DOx4cy3kVfR/,Ntar undang ke COC
https://www.instagram.com/p/DOx4cy3kVfR/,"GK peduli, UMR msh paling kecil di dunia"
https://www.instagram.com/p/DOx4cy3kVfR/,Anggota DPR minimal S2 lah jangan SMA trus kalau bisa jangan artis
https://www.instagram.com/p/DOx4cy3kVfR/,"Widih keren2 ni, next CV wapres kita min (-。-)y-~"
https://www.instagram.com/p/DOx4cy3kVfR/,Slide terakhir nggak bnget😏
https://www.instagram.com/p/DOx4cy3kVfR/,Min salah bahas coba bahas kasusnya jangan bahas baik-baiknya 🔥🔥
https://www.instagram.com/p/DOx4cy3kVfR/,View all 5 replies
https://www.instagram.com/p/DOx4cy3kVfR/,SM pengalaman banyak Purbaya New Comer selamat berubah👏👏🔥🔥
https://www.instagram.com/p/DOx4cy3kVfR/,384 likes
https://www.instagram.com/p/DOx4cy3kVfR/,"Tulisan dan komparasi yang menarik terutama tag line ""Berbeda perspektif, Satu Misi"". Apapun cara dan konsekuensi dalam diputuskannya kebijakan kedua menteri ini, mereka tetap disatukan oleh satu tujuan yang sama: menjaga dan membangun ekonomi Indonesia."
https://www.instagram.com/p/DOx4cy3kVfR/,Sri Mulyani itu sudah gak beres saat era Jokowi
https://www.instagram.com/p/DOx4cy3kVfR/,ini yg sekolah beneran sampe lulus dpt ijasah
https://www.instagram.com/p/DOx4cy3kVfR/,Rata rata yg berlatar belakang teknokrat ini selalu bikin kejutan...
https://www.instagram.com/p/DOx4cy3kVfR/,Pa purbaya bismillah ekonomi membaik
https://www.instagram.com/p/DOx4cy3kVfR/,Teknik Elektro ITB tuh masuknya susah banget bangett. Keren loh pak
https://www.instagram.com/p/DOx4cy3kVfR/,Instagram Lite
https://www.instagram.com/p/DOx4cy3kVfR/,Ditunggu perbandingan dengan wapres min
https://www.instagram.com/p/DOx4cy3kVfR/,27 likes
https://www.instagram.com/p/DOx4cy3kVfR/,"Yang bikin beda PYS riset Ph.D.-nya tentang FDI di Amrik, sedangkan Sri Mulyani nulis tentang taxation di Indonesia. Pakem scholars dari Indonesia kuliah jauh² mayoritas nulis risetnya tentang kampung halaman/negerinya sendiri. Purbaya beda, punya kemampuan jelajah jauh dalam riset."
https://www.instagram.com/p/DOx4cy3kVfR/,"Mentri yang lama kurang kreatif, perlu terobosan baru.. wajar banget harus lengser yang lama sih"
https://www.instagram.com/p/DOx4cy3kVfR/,Males kl strateginya hanya fokus di pajak...ga kreatif
https://www.instagram.com/p/DOx4cy3kVfR/,"sama sama lulusan amerika, tpi anaknya purbaya ngatain srimul cia. ga ngaca sama bapaknya 😂"
https://www.instagram.com/p/DQTqFcMD_6l/,Instagram Lite
https://www.instagram.com/p/DQTqFcMD_6l/,"October 27, 2025"
https://www.instagram.com/p/DQTqFcMD_6l/,Meta in Indonesia
https://www.instagram.com/p/DQTqFcMD_6l/,See translation
https://www.instagram.com/p/DQTqFcMD_6l/,Start the conversation.
https://www.instagram.com/p/DQTqFcMD_6l/,Contact Uploading & Non-Users
https://www.instagram.com/p/DQTqFcMD_6l/,Meta AI
https://www.instagram.com/p/DQTqFcMD_6l/,Also from Meta
https://www.instagram.com/p/DQTqFcMD_6l/,"kuliah_eksam
 9w
Ternyata banyak Menteri Keuangan Indonesia yang kuliahnya dari kampus-kampus ini loh 👀
Bukan cuma karena nama besar, tapi juga karena kualitas dan mental pejuang yang terbentuk di sana 💼

Kalau kamu pengen nyusul jadi mahasiswa kampus-kampus keren itu,
coba mulai dulu dari ikut Tryout UTBK gratis di Eksam buat latihan dan ukur kemampuanmu! 🚀

Link Pendaftaraan : bit.ly/tryoutkuliaheksam10

#menterikeuangan #menteri #kuliah #universitas #ui #eksamid #temanbelajarkamu"
https://www.instagram.com/p/DQTqFcMD_6l/,© 2026 Instagram from Meta
https://www.instagram.com/p/DQTqFcMD_6l/,Meta Verified
https://www.instagram.com/p/CPSI50rDaB3/,"Zakat aja 2,5℅"
https://www.instagram.com/p/CPSI50rDaB3/,1 like
https://www.instagram.com/p/CPSI50rDaB3/,Seharusnya 40% sd 50% wealth tax.. jangan cuma naik 5% dari existing. Pajak kemakmuran/kemewahan sebagai upaya mempersempit gap super kaya dan memberi kesempatan para crazy rich untuk berbakti kepada negara🙌
https://www.instagram.com/p/CPSI50rDaB3/,"4,999 M aman"
https://www.instagram.com/p/CPSI50rDaB3/,View all 3 replies
https://www.instagram.com/p/CPSI50rDaB3/,nah gtu dunk pajak yang penghasilan besar aja yg dinaikin 😂 biar sejahtera jdi setara
https://www.instagram.com/p/CPSI50rDaB3/,Wahh Om @brodenishow kita gimana?
https://www.instagram.com/p/CPSI50rDaB3/,Berapa harga outfit lu ceeek
https://www.instagram.com/p/CPSI50rDaB3/,lama2 yg lain ikut naik...🔥
https://www.instagram.com/p/CPSI50rDaB3/,Nanti uang hasil pajak nya d nikmatin dan d buat foya2 oleh oknum yang tidak bertanggung jawab 🤭🤭😂
https://www.instagram.com/p/CPSI50rDaB3/,🐒🦍🦧 mantauu
https://www.instagram.com/p/CPSI50rDaB3/,"Dimana-mana ngomongin pajak, tapi yg diomongin kemana?"
https://www.instagram.com/p/CPSI50rDaB3/,Terooosssss 👏👏👏
https://www.instagram.com/p/CPSI50rDaB3/,@rianidjbr 😂
https://www.instagram.com/p/CPSI50rDaB3/,"Gede bangettt nii pajak pengusaha.. sbg karyawannya malah khawatir ga sih ngaruh ke gaji, jam kerja dll wkwkwkwk takut ngefek 😭😭"
https://www.instagram.com/p/CPSI50rDaB3/,Lah gue berapa m ber pertahun pendapatan bnyk kalau cepean perak😂
https://www.instagram.com/p/CPSI50rDaB3/,View all 1 replies
https://www.instagram.com/p/CPSI50rDaB3/,Wkwkw... 35%... nyari untung itu.
https://www.instagram.com/p/CPSI50rDaB3/,Alhamdulillah yg gede2 juga kena pajak👏
https://www.instagram.com/p/CPSI50rDaB3/,@elsanamora3 Crazy Rich Ciracas Siap2 Bayar Pajak 😂😂😂 Penghasilan Loe Rp. 5 M Kan??😉
https://www.instagram.com/p/CPSI50rDaB3/,"Pada protes pajak, klo ga lewat situ ini negara dpt duit dari mana, korupsi lawong kita2 jg penyebabnya, emang yg diatas besar tapi jgn sepelekan yg kecil contoh buat sim nembak, urus perijinan nembak, bawa muatan melebihi batas dan distop ngasi. Dapat pekerjaan lewat orang dalam. Ada proyek pabrik malak, ijin pabrik dipersulit. Ini nominalnya kecil loh ga ada sejuta, tapi efeknya jadi kebiasaan, dulu terima 20k, naik 50k, naik lagi terus ampe diatas. Krn kita2 jg yg kasi tmpt. Skrng mau diubah kaga bisa ud jadi kebiasaan. Tinggal berharap semua tiba2 sadar sendiri."
https://www.instagram.com/p/CPSI50rDaB3/,untung aku 4 m.. aman
https://www.instagram.com/p/CPSI50rDaB3/,SETELAH PAJAK NGUMPUL DIKORUPSI PARA BAJAK LAUT PARTAI DAN PEJABAT😂
https://www.instagram.com/p/CPSI50rDaB3/,Intina bukan j kau toh @aanas.rifaldii 😂😂
https://www.instagram.com/p/CPSI50rDaB3/,emang mau dikemanain tuh uang? 😂
https://www.instagram.com/p/CPSI50rDaB3/,"Liat ini mau presiden, pejabat, menteri, pemerintah tetaplah WARGA, karena dibuktikan dengan adanya KTP, jdi Gk salah kan harus tetap bayar pajak... @indiratobing @alexrudiantosimanjun @putraasaaa"
https://www.instagram.com/p/CPSI50rDaB3/,"Cepet lah 2024 agar orng ini tak terlihat, eh kok gw marah ya padahalkan penghasilan di atas 5 m."
https://www.instagram.com/p/CPSI50rDaB3/,"Kasian, masyarakat hrus membayar lebih banyak lagi untuk penanganan covid dan hutang negara, di sisi lain mreka jg udah membantu secara pribadi. Sementara pejabat korupsi ratusan M, ga adil banget. Baiknya miskinkan sja mreka yg kedapatan korupsi di masa pandemi, hartanya digunakan penanganan covid bu. Wajib banget nih UU nya dibuat dan disahkan segera!!"
https://www.instagram.com/p/CPSI50rDaB3/,Boro2 5m setahun. Seumur hdup j lom tntu😂
https://www.instagram.com/p/CPSI50rDaB3/,"untung pendapatan gw masih 4,99M per 100 tahun 🥺🥺"
https://www.instagram.com/p/CPSI50rDaB3/,Beasr amat cuk wkwk
